t_IR,E_IR,TC_IR,t_MR,E_MR,TC_MR
4.352,83.61704097877,21.075408195754,2.77,21.0427013644511,6.97854027289023
4.966,160.855093742292,37.1370187484584,2.198,9.27624111861492,4.05324822372298
5.902,139.540665619905,33.8101331239811,2.662,13.6677653766037,5.39555307532074
3.14,87.3462085364472,20.6092417072894,3.058,16.669609237622,6.3919218475244
6.934,71.7216151684706,21.2783230336941,2.154,8.54051374669019,3.86210274933804
6.25,78.6928039652367,21.9885607930473,3.324,17.4506516892235,6.8141303378447
4.902,114.887376454738,27.8794752909477,3.046,6.03731518422348,4.2534630368447
6.512,128.108855456023,32.1337710912046,2.398,8.39090894378994,4.07618178875799
3.292,49.0016587270392,13.0923317454078,3.49,24.9067648716137,8.47135297432274
5.814,90.0129115190527,23.8165823038105,4.442,27.1335426623464,9.86870853246929
3.514,62.0855419499407,15.9311083899881,2.674,7.83998373813005,4.24199674762601
6.108,44.2524390850427,14.9584878170085,2.838,13.7876536713382,5.59553073426765
5.13,165.620640369862,38.2541280739724,3.826,14.7895242222996,6.78390484445992
5.658,90.4049537902991,23.7389907580598,10.048,58.7978989958716,21.8075797991743
6.78,88.6613695915354,24.5122739183071,3.186,22.291383384483,7.64427667689659
5.45,119.030857767114,29.2561715534228,3.56,24.7537418789644,8.51074837579288
5.482,127.743219339366,31.0306438678732,3.114,10.2015665388518,5.15431330777036
3.784,109.092724081536,25.6025448163072,3.978,21.1688774453982,8.21177548907965
5.63,106.696437072034,26.9692874144068,3.3,26.1722192305132,8.53444384610265
4.252,87.6018395453138,21.7723679090628,2.86,14.9412748429845,5.84825496859689
3.158,70.5830799209636,17.2746159841927,2.84,15.2026753443003,5.88053506886007
5.178,114.151032433874,28.0082064867748,3.446,21.8064554218194,7.80729108436387
4.696,91.6351071599352,23.023021431987,2.908,11.5467723365538,5.21735446731075
3.84,66.3561316492126,17.1112263298425,3.218,20.2143753833294,7.26087507666587
3.102,67.170345095514,16.5360690191028,2.962,23.064620582044,7.5749241164088
4.196,117.422307757667,27.6804615515335,3.776,12.1681060039106,6.20962120078212
4.534,96.2176973390667,23.7775394678133,2.67,9.22639163976566,4.51527832795313
3.998,84.0705366615714,20.8121073323143,2.53,10.3834762132635,4.6066952426527
5.568,124.215810650519,30.4111621301039,4.072,30.9662251521955,10.2652450304391
5.606,138.879177408894,33.3818354817788,3.378,16.5678776748627,6.69157553497254
2.128,20.865200489361,6.3010400978722,2.366,6.24679208622339,3.61535841724468
4.238,59.1320834001412,16.0644166800283,4.124,15.4133414246235,7.2066682849247
5.402,156.922975585929,36.7865951171859,2.362,10.1637149291584,4.39474298583167
4.854,103.529025957037,25.5598051914075,2.082,8.76465508707569,3.83493101741514
5.496,94.1075672208864,24.3175134441773,3.958,16.4606076600988,7.25012153201976
4.032,73.1171625594391,18.6554325118878,2.738,19.0298138756955,6.5439627751391
5.472,89.5755500830537,23.3871100166107,3.394,20.8222017077436,7.55844034154872
5.412,134.710704147683,32.3541408295366,2.576,8.82384993852332,4.34076998770466
5.06,35.3734256767884,12.1346851353577,3.116,18.495478391012,6.81509567820241
5.832,51.2290041060317,16.0778008212063,2.924,10.507389547757,5.02547790955139
4.906,102.261944479109,25.3583888958218,3.634,14.6871695543544,6.57143391087088
4.032,60.9980694022558,16.2316138804512,2.788,12.0847986823065,5.20495973646131
2.904,39.6111780676536,10.8262356135307,2.064,11.5371439419275,4.37142878838551
5.386,90.3963653903828,23.4652730780766,2.172,8.33363483164914,3.83872696632983
5.066,97.8726355620815,24.6405271124163,2.628,14.8374283668759,5.59548567337519
6.526,167.985844489831,40.1231688979663,3.65,15.5801898158761,6.76603796317522
5.092,44.1149830652033,13.9149966130407,3.8,27.055339576054,9.2110679152108
4.93,107.828832811453,26.4957665622906,1.96,8.14458787090515,3.58891757418103
5.602,93.5722284950863,24.3164456990173,1.926,9.0547223458014,3.73694446916028
4.612,68.4166082011424,18.2953216402285,2.024,12.7327916536327,4.57055833072653
5.346,124.41804392769,30.229608785538,1.818,15.5562825042801,4.92925650085601
4.872,85.0632236630762,21.8846447326152,2.412,6.83471461238699,3.7789429224774
4.23,95.4579333521654,23.3215866704331,3.904,18.80754289258,7.665508578516
5.458,107.64146107615,26.98629221523,4.252,25.0478858243828,9.26157716487657
3.928,99.5928162436884,23.8465632487377,3.182,24.8996264786016,8.16192529572033
4.774,87.0211551811642,22.1782310362328,3.496,36.8679226608814,10.8695845321763
7.176,111.056059857111,29.3872119714222,2.784,9.68500577120224,4.72100115424045
4.964,74.8379721273383,19.9315944254677,1.864,26.4018946424845,7.14437892849691
4.528,73.0915718852901,19.146314377058,3.202,15.7851370950766,6.35902741901532
4.246,79.1320962861044,20.0724192572209,2.602,25.1352307390984,7.62904614781968
5.524,141.254686167128,33.7749372334256,3.272,29.8858166436288,9.24916332872576
5.704,106.69574547258,27.043149094516,3.72,47.4483154763478,13.2096630952696
3.822,37.7713408307407,11.3762681661481,2.886,14.3449060397747,5.75498120795494
6.45,148.133986165968,36.0767972331937,2.388,11.5676001991833,4.70152003983665
3.858,56.0309086843201,15.064181736864,2.626,16.9227683544022,6.01055367088044
4.146,110.097743597287,26.1655487194574,2.542,11.0577586108684,4.75355172217367
4.604,42.8286283336891,13.1697256667378,2.582,20.8432283779592,6.75064567559183
4.43,95.3516921753594,23.5003384350719,3.542,14.243994489849,6.3907988979698
5.106,99.3225332028504,24.9705066405701,3.942,14.5913511410525,6.86027022821051
5.08,60.4423906149351,17.168478122987,3.358,26.9939656499832,8.75679312999664
5.068,96.0266645402147,24.2733329080429,3.9,12.0240529115607,6.30481058231215
3.972,91.7784663569051,22.327693271381,2.63,16.299145195112,5.88982903902239
6.276,92.0780494712095,24.6916098942419,2.486,10.2365203822297,4.53330407644594
6.182,159.126042804701,38.0072085609403,3.078,23.6435891083886,7.80671782167772
3.738,93.4514611915451,22.428292238309,3.08,9.0435208433772,4.88870416867544
4.078,87.5814057482045,21.5942811496409,3.4,15.7190450057111,6.54380900114222
6.458,153.948700066514,37.2477400133028,2.254,5.13677197758307,3.28135439551661
5.644,122.655609174629,30.1751218349259,2.91,22.4167948738273,7.39335897476546
5.384,82.5329682285801,21.890593645716,3.152,14.9616173017689,6.14432346035379
4.32,59.0791571829151,16.135831436583,3.6,27.0202119205217,9.00404238410435
5.224,105.087437861931,26.2414875723862,3.534,19.6124825720775,7.4564965144155
3.142,77.2590414417959,18.5938082883592,2.65,27.7721005476156,8.20442010952313
4.732,109.071854434828,26.5463708869656,3.834,24.8112641239937,8.79625282479874
3.934,92.7917815987113,22.4923563197423,3.522,20.7706757239078,7.67613514478156
7.07,125.603040111138,32.1906080222276,3.732,28.5000357367689,9.43200714735379
6.058,95.4037037438635,25.1387407487727,2.49,8.79661621601975,4.24932324320395
3.672,61.9869456313056,16.0693891262611,2.7,21.0912201078399,6.91824402156799
6.786,102.850522919162,27.3561045838324,3.496,16.0578396622251,6.70756793244502
2.736,39.2967387891712,10.5953477578342,2.896,8.89882335969649,4.6757646719393
4.148,66.0580041945386,17.3596008389077,3.498,22.7535083250888,8.04870166501775
5.222,113.553313499886,27.9326626999773,2.208,16.389725826825,5.48594516536501
4.536,78.4864896904163,20.2332979380833,2.676,10.1094981980503,4.69789963961006
5.46,94.9844987752086,24.4568997550417,5.192,21.0985944927745,9.41171889855489
3.97,71.59811485,18.28962297,3.894,19.642432511977,7.82248650239541
4.598,106.361321402189,25.8702642804377,3.66,18.5212385366695,7.3642477073339
3.444,64.3152533302304,16.3070506660461,3.212,7.9781595188209,4.80763190376418
5.4,72.8413504854473,19.9682700970895,2.694,15.8362498172931,5.86124996345862
4.272,68.4544111115977,17.9628822223195,3.478,18.0527789371295,7.08855578742591
3.064,56.0907305366651,14.282146107333,2.84,6.32898211220563,4.10579642244113
