t_IR,E_IR,TC_IR,t_MR,E_MR,TC_MR
11.652,663.203550744454,144.292710148891,7.016,107.41986783296,28.4999735665921
9.936,639.618658128839,137.859731625768,7.504,97.7121393706121,27.0464278741224
13.926,925.730142060939,199.072028412188,10.1,165.086234555896,43.1172469111792
9.112,748.862023837619,158.884404767524,6.196,113.719279231881,28.9398558463761
9.128,437.59735933726,96.6474718674519,8.23,135.771230585171,35.3842461170342
11.218,650.032136949772,141.224427389954,7.016,107.41986783296,28.4999735665921
9.04,617.461941805756,132.532388361151,6.756,133.637743882847,33.4835487765693
14.292,992.191528362916,212.730305672583,10.1,165.086234555896,43.1172469111792
8.954,759.510111957097,160.856022391419,6.196,113.719279231881,28.9398558463761
8.788,439.821620568265,96.7523241136529,7.774,113.914006506795,30.556801301359
8.224,296.430923417979,67.5101846835958,5.328,61.5611741378334,17.6402348275667
12.116,955.47942599725,203.21188519945,7.27,76.9423443099273,22.6584688619855
11.854,656.876043494,143.2292086988,7.016,107.41986783296,28.4999735665921
10.882,570.445359137559,124.971071827512,6.756,133.637743882847,33.4835487765693
13.996,967.096986370812,207.415397274162,10.1,165.086234555896,43.1172469111792
9.684,811.042989229751,171.89259784595,6.196,113.719279231881,28.9398558463761
